142 -1 Cyclist -1 -1 -10 526.0 168.0 577.0 273.0 -1 -1 -1 -1000 -1000 -1000 -10 18.175087
142 -1 Car -1 -1 -10 704.0 179.0 1030.0 368.0 -1 -1 -1 -1000 -1000 -1000 -10 14.657448
142 -1 Car -1 -1 -10 616.0 167.0 740.0 264.0 -1 -1 -1 -1000 -1000 -1000 -10 13.087427
142 -1 Car -1 -1 -10 566.0 176.0 678.0 244.0 -1 -1 -1 -1000 -1000 -1000 -10 5.28924
142 -1 Car -1 -1 -10 549.0 175.0 617.0 224.0 -1 -1 -1 -1000 -1000 -1000 -10 4.072217
142 -1 Car -1 -1 -10 499.0 172.0 587.0 208.0 -1 -1 -1 -1000 -1000 -1000 -10 -0.884588
130 -1 Cyclist -1 -1 -10 545.0 179.0 609.0 271.0 -1 -1 -1 -1000 -1000 -1000 -10 18.053686
130 -1 Car -1 -1 -10 212.0 189.0 332.0 264.0 -1 -1 -1 -1000 -1000 -1000 -10 16.092304
130 -1 Car -1 -1 -10 285.0 184.0 353.0 237.0 -1 -1 -1 -1000 -1000 -1000 -10 6.049363
125 -1 Cyclist -1 -1 -10 628.0 174.0 695.0 277.0 -1 -1 -1 -1000 -1000 -1000 -10 17.588377
125 -1 Car -1 -1 -10 725.0 186.0 857.0 276.0 -1 -1 -1 -1000 -1000 -1000 -10 13.411369
125 -1 Car -1 -1 -10 590.0 177.0 658.0 229.0 -1 -1 -1 -1000 -1000 -1000 -10 10.641683
125 -1 Car -1 -1 -10 635.0 184.0 762.0 252.0 -1 -1 -1 -1000 -1000 -1000 -10 7.516856
125 -1 Car -1 -1 -10 543.0 178.0 603.0 213.0 -1 -1 -1 -1000 -1000 -1000 -10 6.262159
125 -1 Car -1 -1 -10 484.0 168.0 522.0 185.0 -1 -1 -1 -1000 -1000 -1000 -10 -0.745883
134 -1 Cyclist -1 -1 -10 509.0 175.0 564.0 273.0 -1 -1 -1 -1000 -1000 -1000 -10 17.588202
134 -1 Car -1 -1 -10 602.0 183.0 765.0 288.0 -1 -1 -1 -1000 -1000 -1000 -10 16.059193
134 -1 Car -1 -1 -10 415.0 176.0 464.0 217.0 -1 -1 -1 -1000 -1000 -1000 -10 11.933648
134 -1 Car -1 -1 -10 530.0 182.0 642.0 246.0 -1 -1 -1 -1000 -1000 -1000 -10 10.745466
134 -1 Car -1 -1 -10 499.0 186.0 577.0 227.0 -1 -1 -1 -1000 -1000 -1000 -10 3.661966
134 -1 Car -1 -1 -10 471.0 180.0 517.0 211.0 -1 -1 -1 -1000 -1000 -1000 -10 -0.584961
134 -1 Pedestrian -1 -1 -10 460.0 161.0 478.0 204.0 -1 -1 -1 -1000 -1000 -1000 -10 -0.611087
147 -1 Cyclist -1 -1 -10 546.0 166.0 600.0 261.0 -1 -1 -1 -1000 -1000 -1000 -10 17.523502
147 -1 Car -1 -1 -10 668.0 166.0 841.0 290.0 -1 -1 -1 -1000 -1000 -1000 -10 17.277441
147 -1 Car -1 -1 -10 523.0 164.0 573.0 202.0 -1 -1 -1 -1000 -1000 -1000 -10 8.893787
147 -1 Car -1 -1 -10 614.0 173.0 733.0 245.0 -1 -1 -1 -1000 -1000 -1000 -10 8.522071
147 -1 Car -1 -1 -10 831.0 166.0 1231.0 366.0 -1 -1 -1 -1000 -1000 -1000 -10 6.544809
147 -1 Car -1 -1 -10 596.0 173.0 648.0 214.0 -1 -1 -1 -1000 -1000 -1000 -10 2.933974
139 -1 Cyclist -1 -1 -10 504.0 167.0 567.0 262.0 -1 -1 -1 -1000 -1000 -1000 -10 17.26963
139 -1 Car -1 -1 -10 637.0 170.0 878.0 322.0 -1 -1 -1 -1000 -1000 -1000 -10 15.661746
139 -1 Car -1 -1 -10 452.0 166.0 491.0 208.0 -1 -1 -1 -1000 -1000 -1000 -10 13.300471
139 -1 Car -1 -1 -10 535.0 173.0 627.0 231.0 -1 -1 -1 -1000 -1000 -1000 -10 1.331701
129 -1 Cyclist -1 -1 -10 550.0 182.0 618.0 274.0 -1 -1 -1 -1000 -1000 -1000 -10 17.101545
129 -1 Car -1 -1 -10 236.0 184.0 341.0 258.0 -1 -1 -1 -1000 -1000 -1000 -10 15.259639
129 -1 Car -1 -1 -10 595.0 184.0 739.0 259.0 -1 -1 -1 -1000 -1000 -1000 -10 10.769244
129 -1 Car -1 -1 -10 432.0 173.0 480.0 213.0 -1 -1 -1 -1000 -1000 -1000 -10 10.230759
132 -1 Cyclist -1 -1 -10 521.0 177.0 579.0 274.0 -1 -1 -1 -1000 -1000 -1000 -10 16.931376
132 -1 Car -1 -1 -10 605.0 184.0 739.0 271.0 -1 -1 -1 -1000 -1000 -1000 -10 13.621074
