171 -1 Cyclist -1 -1 -10 260.0 155.0 337.0 282.0 -1 -1 -1 -1000 -1000 -1000 -10 22.192257
171 -1 Cyclist -1 -1 -10 780.0 155.0 975.0 311.0 -1 -1 -1 -1000 -1000 -1000 -10 14.580145
171 -1 Pedestrian -1 -1 -10 137.0 156.0 167.0 221.0 -1 -1 -1 -1000 -1000 -1000 -10 10.504874
171 -1 Pedestrian -1 -1 -10 167.0 155.0 193.0 214.0 -1 -1 -1 -1000 -1000 -1000 -10 10.352058
171 -1 Car -1 -1 -10 599.0 173.0 637.0 201.0 -1 -1 -1 -1000 -1000 -1000 -10 10.139994
171 -1 Pedestrian -1 -1 -10 994.0 132.0 1100.0 357.0 -1 -1 -1 -1000 -1000 -1000 -10 10.067522
171 -1 Pedestrian -1 -1 -10 1119.0 136.0 1210.0 357.0 -1 -1 -1 -1000 -1000 -1000 -10 8.332457
171 -1 Pedestrian -1 -1 -10 185.0 153.0 206.0 210.0 -1 -1 -1 -1000 -1000 -1000 -10 5.701023
171 -1 Pedestrian -1 -1 -10 818.0 160.0 883.0 306.0 -1 -1 -1 -1000 -1000 -1000 -10 2.956007
171 -1 Car -1 -1 -10 947.0 179.0 1062.0 232.0 -1 -1 -1 -1000 -1000 -1000 -10 1.946635
171 -1 Pedestrian -1 -1 -10 1170.0 143.0 1223.0 286.0 -1 -1 -1 -1000 -1000 -1000 -10 1.75546
171 -1 Pedestrian -1 -1 -10 1083.0 146.0 1157.0 322.0 -1 -1 -1 -1000 -1000 -1000 -10 1.508651
171 -1 Cyclist -1 -1 -10 796.0 176.0 842.0 227.0 -1 -1 -1 -1000 -1000 -1000 -10 0.044649
171 -1 Pedestrian -1 -1 -10 1128.0 142.0 1176.0 266.0 -1 -1 -1 -1000 -1000 -1000 -10 -0.272644
171 -1 Pedestrian -1 -1 -10 289.0 156.0 313.0 221.0 -1 -1 -1 -1000 -1000 -1000 -10 -0.639243
170 -1 Cyclist -1 -1 -10 276.0 155.0 350.0 272.0 -1 -1 -1 -1000 -1000 -1000 -10 20.346403
170 -1 Cyclist -1 -1 -10 775.0 161.0 962.0 307.0 -1 -1 -1 -1000 -1000 -1000 -10 16.189276
170 -1 Pedestrian -1 -1 -10 175.0 150.0 202.0 214.0 -1 -1 -1 -1000 -1000 -1000 -10 9.90393
170 -1 Pedestrian -1 -1 -10 968.0 138.0 1078.0 344.0 -1 -1 -1 -1000 -1000 -1000 -10 9.653546
170 -1 Pedestrian -1 -1 -10 143.0 151.0 168.0 220.0 -1 -1 -1 -1000 -1000 -1000 -10 9.467351
170 -1 Car -1 -1 -10 604.0 174.0 640.0 203.0 -1 -1 -1 -1000 -1000 -1000 -10 9.300437
170 -1 Pedestrian -1 -1 -10 1093.0 134.0 1212.0 351.0 -1 -1 -1 -1000 -1000 -1000 -10 7.795973
170 -1 Cyclist -1 -1 -10 896.0 114.0 1157.0 353.0 -1 -1 -1 -1000 -1000 -1000 -10 2.906642
170 -1 Pedestrian -1 -1 -10 1059.0 148.0 1138.0 328.0 -1 -1 -1 -1000 -1000 -1000 -10 2.037956
170 -1 Pedestrian -1 -1 -10 823.0 179.0 861.0 296.0 -1 -1 -1 -1000 -1000 -1000 -10 1.695467
170 -1 Cyclist -1 -1 -10 527.0 160.0 540.0 187.0 -1 -1 -1 -1000 -1000 -1000 -10 0.782106
170 -1 Car -1 -1 -10 816.0 197.0 906.0 246.0 -1 -1 -1 -1000 -1000 -1000 -10 -0.114919
170 -1 Cyclist -1 -1 -10 251.0 148.0 282.0 191.0 -1 -1 -1 -1000 -1000 -1000 -10 -0.202362
170 -1 Cyclist -1 -1 -10 773.0 175.0 838.0 229.0 -1 -1 -1 -1000 -1000 -1000 -10 -0.484039
170 -1 Pedestrian -1 -1 -10 219.0 156.0 232.0 195.0 -1 -1 -1 -1000 -1000 -1000 -10 -0.934917
147 -1 Cyclist -1 -1 -10 619.0 157.0 707.0 267.0 -1 -1 -1 -1000 -1000 -1000 -10 20.200838
147 -1 Cyclist -1 -1 -10 560.0 170.0 635.0 275.0 -1 -1 -1 -1000 -1000 -1000 -10 18.326487
147 -1 Pedestrian -1 -1 -10 843.0 134.0 924.0 332.0 -1 -1 -1 -1000 -1000 -1000 -10 13.686551
147 -1 Cyclist -1 -1 -10 448.0 169.0 470.0 218.0 -1 -1 -1 -1000 -1000 -1000 -10 12.221869
147 -1 Car -1 -1 -10 1026.0 183.0 1163.0 233.0 -1 -1 -1 -1000 -1000 -1000 -10 12.134723
147 -1 Pedestrian -1 -1 -10 723.0 143.0 780.0 299.0 -1 -1 -1 -1000 -1000 -1000 -10 10.998143
147 -1 Pedestrian -1 -1 -10 191.0 148.0 217.0 211.0 -1 -1 -1 -1000 -1000 -1000 -10 10.792362
147 -1 Car -1 -1 -10 956.0 180.0 1074.0 228.0 -1 -1 -1 -1000 -1000 -1000 -10 10.636361
147 -1 Pedestrian -1 -1 -10 224.0 148.0 246.0 211.0 -1 -1 -1 -1000 -1000 -1000 -10 9.639167
147 -1 Pedestrian -1 -1 -10 751.0 152.0 826.0 308.0 -1 -1 -1 -1000 -1000 -1000 -10 9.589126
147 -1 Pedestrian -1 -1 -10 40.0 147.0 94.0 245.0 -1 -1 -1 -1000 -1000 -1000 -10 9.335366
