frame track_id type truncated occluded alpha left top right bottom height width length x y z rotation_y score center_x center_y
0 -1 Pedestrian -1 -1 -10 1098.0 156.0 1205.0 324.0 168 107 -1 -1000 -1000 -1000 -10 3.611409 240.0 1151.0
0 -1 Cyclist -1 -1 -10 0.0 63.0 80.0 248.0 185 80 -1 -1000 -1000 -1000 -10 0.092357 155.0 40.0
0 -1 Cyclist -1 -1 -10 755.0 184.0 914.0 374.0 190 159 -1 -1000 -1000 -1000 -10 -0.741634 279.0 834.0
0 -1 Car -1 -1 -10 303.0 167.0 459.0 293.0 126 156 -1 -1000 -1000 -1000 -10 14.840359 230.0 381.0
1 -1 Car -1 -1 -10 302.0 159.0 472.0 289.0 130 170 -1 -1000 -1000 -1000 -10 14.922749 224.0 387.0
1 -1 Cyclist -1 -1 -10 746.0 185.0 911.0 372.0 187 165 -1 -1000 -1000 -1000 -10 4.909596 278.0 828.0
1 -1 Pedestrian -1 -1 -10 71.0 207.0 140.0 334.0 127 69 -1 -1000 -1000 -1000 -10 -0.729544 270.0 105.0
1 -1 Pedestrian -1 -1 -10 1138.0 148.0 1234.0 322.0 174 96 -1 -1000 -1000 -1000 -10 1.374708 235.0 1186.0
2 -1 Car -1 -1 -10 299.0 150.0 471.0 280.0 130 172 -1 -1000 -1000 -1000 -10 14.081747 215.0 385.0
2 -1 Pedestrian -1 -1 -10 1167.0 150.0 1230.0 311.0 161 63 -1 -1000 -1000 -1000 -10 2.680326 230.0 1198.0
2 -1 Cyclist -1 -1 -10 762.0 204.0 933.0 373.0 169 171 -1 -1000 -1000 -1000 -10 3.914716 288.0 847.0
3 -1 Pedestrian -1 -1 -10 52.0 189.0 130.0 334.0 145 78 -1 -1000 -1000 -1000 -10 -0.813316 261.0 91.0
3 -1 Car -1 -1 -10 297.0 141.0 448.0 273.0 132 151 -1 -1000 -1000 -1000 -10 14.474507 207.0 372.0
3 -1 Cyclist -1 -1 -10 760.0 188.0 920.0 374.0 186 160 -1 -1000 -1000 -1000 -10 5.577186 281.0 840.0
3 -1 Pedestrian -1 -1 -10 1176.0 162.0 1241.0 318.0 156 65 -1 -1000 -1000 -1000 -10 2.818187 240.0 1208.0
4 -1 Car -1 -1 -10 301.0 146.0 451.0 270.0 124 150 -1 -1000 -1000 -1000 -10 12.634977 208.0 376.0
4 -1 Cyclist -1 -1 -10 19.0 197.0 147.0 317.0 120 128 -1 -1000 -1000 -1000 -10 0.986621 257.0 83.0
4 -1 Cyclist -1 -1 -10 762.0 191.0 919.0 374.0 183 157 -1 -1000 -1000 -1000 -10 6.504179 282.0 840.0
4 -1 Cyclist -1 -1 -10 961.0 137.0 1091.0 243.0 106 130 -1 -1000 -1000 -1000 -10 -0.67229 190.0 1026.0
5 -1 Cyclist -1 -1 -10 778.0 161.0 925.0 372.0 211 147 -1 -1000 -1000 -1000 -10 6.25709 266.0 851.0
5 -1 Cyclist -1 -1 -10 980.0 134.0 1118.0 243.0 109 138 -1 -1000 -1000 -1000 -10 1.752294 188.0 1049.0
5 -1 Car -1 -1 -10 296.0 147.0 451.0 267.0 120 155 -1 -1000 -1000 -1000 -10 13.203615 207.0 373.0
6 -1 Car -1 -1 -10 299.0 146.0 452.0 266.0 120 153 -1 -1000 -1000 -1000 -10 12.61799 206.0 375.0
6 -1 Cyclist -1 -1 -10 792.0 177.0 934.0 374.0 197 142 -1 -1000 -1000 -1000 -10 4.664824 275.0 863.0
6 -1 Cyclist -1 -1 -10 993.0 139.0 1139.0 243.0 104 146 -1 -1000 -1000 -1000 -10 -0.166716 191.0 1066.0
