frame track_id type truncated occluded alpha left top right bottom height width length x y z rotation_y score center_x center_y
0 -1 Car -1 -1 -10 277.0 207.0 410.0 286.0 79 133 -1 -1000 -1000 -1000 -10 0.802455 246.0 343.0
0 -1 Car -1 -1 -10 322.0 183.0 524.0 287.0 104 202 -1 -1000 -1000 -1000 -10 9.187742 235.0 423.0
1 -1 Pedestrian -1 -1 -10 972.0 168.0 994.0 222.0 54 22 -1 -1000 -1000 -1000 -10 -0.313885 195.0 983.0
1 -1 Car -1 -1 -10 194.0 182.0 499.0 288.0 106 305 -1 -1000 -1000 -1000 -10 8.143544 235.0 346.0
2 -1 Car -1 -1 -10 140.0 176.0 422.0 313.0 137 282 -1 -1000 -1000 -1000 -10 10.786578 244.0 281.0
3 -1 Car -1 -1 -10 18.0 167.0 151.0 341.0 174 133 -1 -1000 -1000 -1000 -10 0.518975 254.0 84.0
3 -1 Car -1 -1 -10 34.0 186.0 388.0 323.0 137 354 -1 -1000 -1000 -1000 -10 10.879391 254.0 211.0
4 -1 Car -1 -1 -10 0.0 184.0 328.0 333.0 149 328 -1 -1000 -1000 -1000 -10 15.444298 258.0 164.0
5 -1 Car -1 -1 -10 0.0 185.0 225.0 342.0 157 225 -1 -1000 -1000 -1000 -10 11.606941 263.0 112.0
6 -1 Car -1 -1 -10 1117.0 176.0 1239.0 218.0 42 122 -1 -1000 -1000 -1000 -10 4.740673 197.0 1178.0
6 -1 Car -1 -1 -10 6.0 183.0 172.0 353.0 170 166 -1 -1000 -1000 -1000 -10 8.917552 268.0 89.0
7 -1 Car -1 -1 -10 1108.0 173.0 1235.0 220.0 47 127 -1 -1000 -1000 -1000 -10 6.613577 196.0 1171.0
8 -1 Car -1 -1 -10 1091.0 170.0 1220.0 221.0 51 129 -1 -1000 -1000 -1000 -10 6.694832 195.0 1155.0
9 -1 Car -1 -1 -10 1057.0 179.0 1175.0 217.0 38 118 -1 -1000 -1000 -1000 -10 5.577061 198.0 1116.0
9 -1 Cyclist -1 -1 -10 1128.0 175.0 1177.0 224.0 49 49 -1 -1000 -1000 -1000 -10 0.884645 199.0 1152.0
10 -1 Car -1 -1 -10 1009.0 177.0 1151.0 216.0 39 142 -1 -1000 -1000 -1000 -10 7.536461 196.0 1080.0
10 -1 Cyclist -1 -1 -10 1017.0 161.0 1051.0 218.0 57 34 -1 -1000 -1000 -1000 -10 0.842277 189.0 1034.0
10 -1 Cyclist -1 -1 -10 1099.0 171.0 1180.0 216.0 45 81 -1 -1000 -1000 -1000 -10 1.777967 193.0 1139.0
11 -1 Car -1 -1 -10 994.0 178.0 1123.0 217.0 39 129 -1 -1000 -1000 -1000 -10 7.626824 197.0 1058.0
12 -1 Car -1 -1 -10 970.0 175.0 1075.0 214.0 39 105 -1 -1000 -1000 -1000 -10 8.246043 194.0 1022.0
12 -1 Pedestrian -1 -1 -10 965.0 169.0 992.0 223.0 54 27 -1 -1000 -1000 -1000 -10 1.406682 196.0 978.0
13 -1 Car -1 -1 -10 952.0 177.0 1060.0 211.0 34 108 -1 -1000 -1000 -1000 -10 8.362302 194.0 1006.0
14 -1 Car -1 -1 -10 908.0 172.0 1028.0 212.0 40 120 -1 -1000 -1000 -1000 -10 6.16578 192.0 968.0
15 -1 Car -1 -1 -10 890.0 174.0 999.0 210.0 36 109 -1 -1000 -1000 -1000 -10 6.129906 192.0 944.0
15 -1 Car -1 -1 -10 918.0 167.0 956.0 206.0 39 38 -1 -1000 -1000 -1000 -10 0.539679 186.0 937.0
16 -1 Car -1 -1 -10 874.0 176.0 974.0 211.0 35 100 -1 -1000 -1000 -1000 -10 4.19437 193.0 924.0
17 -1 Car -1 -1 -10 857.0 176.0 948.0 208.0 32 91 -1 -1000 -1000 -1000 -10 8.49665 192.0 902.0
18 -1 Car -1 -1 -10 834.0 175.0 926.0 208.0 33 92 -1 -1000 -1000 -1000 -10 8.446189 191.0 880.0
19 -1 Car -1 -1 -10 820.0 175.0 914.0 207.0 32 94 -1 -1000 -1000 -1000 -10 11.876082 191.0 867.0
20 -1 Car -1 -1 -10 803.0 174.0 897.0 207.0 33 94 -1 -1000 -1000 -1000 -10 9.73605 190.0 850.0
21 -1 Car -1 -1 -10 798.0 174.0 875.0 204.0 30 77 -1 -1000 -1000 -1000 -10 11.149438 189.0 836.0
22 -1 Car -1 -1 -10 775.0 175.0 855.0 202.0 27 80 -1 -1000 -1000 -1000 -10 8.923289 188.0 815.0
23 -1 Car -1 -1 -10 768.0 173.0 841.0 200.0 27 73 -1 -1000 -1000 -1000 -10 10.578046 186.0 804.0
24 -1 Car -1 -1 -10 758.0 173.0 828.0 201.0 28 70 -1 -1000 -1000 -1000 -10 10.466002 187.0 793.0
25 -1 Car -1 -1 -10 788.0 179.0 814.0 199.0 20 26 -1 -1000 -1000 -1000 -10 0.190429 189.0 801.0
25 -1 Car -1 -1 -10 747.0 176.0 806.0 201.0 25 59 -1 -1000 -1000 -1000 -10 11.006566 188.0 776.0
26 -1 Car -1 -1 -10 734.0 174.0 802.0 200.0 26 68 -1 -1000 -1000 -1000 -10 10.427413 187.0 768.0
27 -1 Car -1 -1 -10 726.0 175.0 797.0 198.0 23 71 -1 -1000 -1000 -1000 -10 11.021487 186.0 761.0
28 -1 Car -1 -1 -10 718.0 171.0 777.0 199.0 28 59 -1 -1000 -1000 -1000 -10 11.839828 185.0 747.0
29 -1 Car -1 -1 -10 709.0 174.0 767.0 199.0 25 58 -1 -1000 -1000 -1000 -10 11.030427 186.0 738.0
30 -1 Car -1 -1 -10 708.0 175.0 761.0 197.0 22 53 -1 -1000 -1000 -1000 -10 10.480197 186.0 734.0
31 -1 Car -1 -1 -10 694.0 176.0 754.0 197.0 21 60 -1 -1000 -1000 -1000 -10 8.33871 186.0 724.0
32 -1 Car -1 -1 -10 692.0 173.0 738.0 196.0 23 46 -1 -1000 -1000 -1000 -10 9.351232 184.0 715.0
33 -1 Pedestrian -1 -1 -10 965.0 173.0 984.0 218.0 45 19 -1 -1000 -1000 -1000 -10 0.776289 195.0 974.0
33 -1 Car -1 -1 -10 684.0 172.0 736.0 197.0 25 52 -1 -1000 -1000 -1000 -10 8.189553 184.0 710.0
34 -1 Pedestrian -1 -1 -10 967.0 171.0 991.0 220.0 49 24 -1 -1000 -1000 -1000 -10 -0.978199 195.0 979.0
34 -1 Car -1 -1 -10 686.0 172.0 730.0 195.0 23 44 -1 -1000 -1000 -1000 -10 7.477515 183.0 708.0
35 -1 Car -1 -1 -10 680.0 173.0 721.0 194.0 21 41 -1 -1000 -1000 -1000 -10 6.047567 183.0 700.0
36 -1 Cyclist -1 -1 -10 669.0 148.0 722.0 197.0 49 53 -1 -1000 -1000 -1000 -10 1.408633 172.0 695.0
36 -1 Car -1 -1 -10 672.0 173.0 717.0 193.0 20 45 -1 -1000 -1000 -1000 -10 6.850936 183.0 694.0
37 -1 Car -1 -1 -10 679.0 174.0 708.0 195.0 21 29 -1 -1000 -1000 -1000 -10 5.766841 184.0 693.0
37 -1 Car -1 -1 -10 1058.0 194.0 1233.0 370.0 176 175 -1 -1000 -1000 -1000 -10 6.56977 282.0 1145.0
38 -1 Cyclist -1 -1 -10 665.0 153.0 705.0 195.0 42 40 -1 -1000 -1000 -1000 -10 2.301935 174.0 685.0
38 -1 Car -1 -1 -10 1009.0 182.0 1233.0 374.0 192 224 -1 -1000 -1000 -1000 -10 10.557308 278.0 1121.0
38 -1 Car -1 -1 -10 676.0 171.0 705.0 194.0 23 29 -1 -1000 -1000 -1000 -10 5.716253 182.0 690.0
