frame track_id type truncated occluded alpha left top right bottom height width length x y z rotation_y score center_x center_y
0 -1 Car -1 -1 -10 454.0 177.0 483.0 201.0 24 29 -1 -1000 -1000 -1000 -10 3.797057 189.0 468.0
0 -1 Car -1 -1 -10 623.0 162.0 673.0 191.0 29 50 -1 -1000 -1000 -1000 -10 3.004676 176.0 648.0
0 -1 Car -1 -1 -10 492.0 174.0 516.0 191.0 17 24 -1 -1000 -1000 -1000 -10 1.012599 182.0 504.0
0 -1 Car -1 -1 -10 544.0 173.0 588.0 190.0 17 44 -1 -1000 -1000 -1000 -10 0.606464 181.0 566.0
0 -1 Car -1 -1 -10 357.0 175.0 464.0 271.0 96 107 -1 -1000 -1000 -1000 -10 12.054358 223.0 410.0
0 -1 Car -1 -1 -10 594.0 174.0 662.0 198.0 24 68 -1 -1000 -1000 -1000 -10 8.562549 186.0 628.0
0 -1 Pedestrian -1 -1 -10 536.0 174.0 545.0 200.0 26 9 -1 -1000 -1000 -1000 -10 -0.095639 187.0 540.0
1 -1 Car -1 -1 -10 345.0 177.0 457.0 274.0 97 112 -1 -1000 -1000 -1000 -10 12.909946 225.0 401.0
1 -1 Car -1 -1 -10 613.0 168.0 675.0 190.0 22 62 -1 -1000 -1000 -1000 -10 -0.399001 179.0 644.0
1 -1 Car -1 -1 -10 582.0 175.0 658.0 201.0 26 76 -1 -1000 -1000 -1000 -10 10.342789 188.0 620.0
1 -1 Car -1 -1 -10 447.0 180.0 480.0 201.0 21 33 -1 -1000 -1000 -1000 -10 4.594328 190.0 463.0
1 -1 Car -1 -1 -10 525.0 177.0 546.0 195.0 18 21 -1 -1000 -1000 -1000 -10 3.482667 186.0 535.0
2 -1 Car -1 -1 -10 578.0 173.0 657.0 202.0 29 79 -1 -1000 -1000 -1000 -10 10.544601 187.0 617.0
2 -1 Pedestrian -1 -1 -10 16.0 108.0 121.0 270.0 162 105 -1 -1000 -1000 -1000 -10 1.317949 189.0 68.0
